tconst	ordering	nconst	category	job	characters
tt0002265	1	nm0492757	actress	""	"[""Flo Armstrong""]"
tt0002265	2	nm0601698	actor	""	"[""Jack Moore""]"
tt0002265	3	nm0416527	actor	""	"[""Harry James""]"
tt0002265	4	nm0813603	director	""	""
tt0002266	10	nm0656425	actor	""	"[""The Indian""]"
tt0002266	1	nm0001273	actress	""	"[""The Younger Daughter""]"
tt0002266	2	nm0568282	actress	""	"[""The Elder Daughter""]"
tt0002266	3	nm0125164	actor	""	"[""The Widower""]"
tt0002266	4	nm0910400	actor	""	"[""Jim Watson""]"
tt0002266	5	nm0000428	director	""	""
tt0002266	6	nm0366610	writer	novel	""
tt0002266	7	nm0853193	writer	""	""
tt0002266	8	nm0005658	cinematographer	""	""
tt0002266	9	nm0002503	actor	""	"[""Bob Cole""]"
tt0002267	1	nm0187981	actor	""	"[""The Husband""]"
tt0002267	2	nm0398241	actress	""	"[""The Wife""]"
tt0002267	3	nm0366008	actor	""	"[""The Young Hunter""]"
tt0002267	4	nm0127511	director	""	""
tt0002267	5	nm0853193	writer	story	""
tt0002268	1	nm0921980	actor	""	"[""The Trapper""]"
tt0002268	2	nm0568282	actress	""	"[""The Trapper's Wife""]"
tt0002268	3	nm0250676	actress	""	"[""The Trapper's Child""]"
tt0002268	4	nm0095695	actor	""	"[""The Adventurer""]"
tt0002268	5	nm0000428	director	""	""
tt0002268	6	nm0524306	director	""	""
tt0002268	7	nm0853193	writer	""	""
tt0002269	1	nm0516974	actor	""	"[""Jack Greenleaf""]"
tt0002269	2	nm0202590	actress	""	"[""Ethel Wells""]"
tt0002269	3	nm0160280	director	""	""
tt0002269	4	nm0395438	producer	producer	""
tt0002270	1	nm0001908	actor	""	"[""Broncho Billy""]"
tt0002270	2	nm0789632	actor	""	"[""Dan Runnion""]"
tt0002270	3	nm0161366	actor	""	"[""Yellow Wolf""]"
tt0002270	4	nm0865178	actor	""	""
tt0002270	5	nm0693055	actor	""	""
tt0002270	6	nm0533615	actor	""	""
tt0002271	1	nm0717468	actor	""	"[""Tom""]"
tt0002271	2	nm0725529	director	""	""
tt0002271	3	nm0003546	cinematographer	""	""
tt0002272	1	nm0717468	actor	""	"[""Oniatore"",""Romeo""]"
tt0002272	2	nm0877550	actress	""	"[""Ethona"",""Juliet""]"
tt0002272	3	nm0604384	actor	""	"[""Kowa"",""Paris""]"
tt0002272	4	nm0717281	actor	""	"[""Rohowaneh"",""Capulet""]"
tt0002272	5	nm0872868	director	""	""
tt0002272	6	nm0000636	writer	"play ""Romeo and Juliet"""	""
tt0002272	7	nm0643200	actress	""	"[""Neok"",""Nurse""]"
tt0002272	8	nm0933479	actor	""	"[""Oyenkwa"",""Friar Lawrence""]"
tt0002273	10	nm0649211	actor	""	"[""Among Boarders""]"
tt0002273	1	nm1013170	actor	""	"[""The Widower""]"
tt0002273	2	nm0115524	actress	""	"[""The Widow""]"
tt0002273	3	nm0681933	actress	""	"[""The Widow's First Daughter""]"
tt0002273	4	nm0550615	actress	""	"[""The Widow's Second Daughter""]"
tt0002273	5	nm0000428	director	""	""
tt0002273	6	nm0377289	writer	""	""
tt0002273	7	nm0005658	cinematographer	""	""
tt0002273	8	nm0376653	actor	""	"[""The Young Man""]"
tt0002273	9	nm0404980	actor	""	"[""Among Borders""]"
tt0002274	10	nm1159457	actress	""	"[""Maria - Jaca's Daughter""]"
tt0002274	1	nm0085877	actor	""	"[""Captain Gomez"",""Governor Don Diego de Vargas""]"
tt0002274	2	nm0550615	actress	""	"[""Juan""]"
tt0002274	3	nm0922396	actor	""	"[""Padre Corvero""]"
tt0002274	4	nm1160549	actor	""	"[""Padre Duran""]"
tt0002274	5	nm0577654	director	""	""
tt0002274	6	nm1160117	actor	""	"[""Jaca""]"
tt0002274	7	nm8761211	actress	""	"[""Captain Roque de Madrid""]"
tt0002274	8	nm8761212	actor	""	"[""Pope""]"
tt0002274	9	nm8761213	actor	""	"[""Domingo""]"
tt0002276	1	nm0294276	director	""	""
tt0002277	10	nm0366008	actor	""	"[""The Southern Boy""]"
tt0002277	1	nm0589494	actor	""	"[""The Confederate Captain""]"
tt0002277	2	nm0681933	actress	""	"[""The Confederate Captain's Sweetheart""]"
tt0002277	3	nm0910400	actor	""	"[""The False Brother""]"
tt0002277	4	nm0115524	actress	""	"[""The Mother""]"
tt0002277	5	nm0000428	director	""	""
tt0002277	6	nm0377289	writer	""	""
tt0002277	7	nm0005658	cinematographer	""	""
tt0002277	8	nm0002503	actor	""	"[""The Union Corporal""]"
tt0002277	9	nm0321088	actress	""	"[""The Southern Girl""]"
tt0002278	10	nm0567532	actor	""	"[""Second Police Agent""]"
tt0002278	1	nm0504551	actor	""	"[""The Widower""]"
tt0002278	2	nm0681927	actor	""	"[""The Messenger""]"
tt0002278	3	nm0487007	actor	""	"[""The Rich Italian""]"
tt0002278	4	nm0681933	actress	""	"[""The Rich Italian's Daughter""]"
tt0002278	5	nm0000428	director	""	""
tt0002278	6	nm0377289	writer	""	""
tt0002278	7	nm0005658	cinematographer	""	""
tt0002278	8	nm0537556	actor	""	"[""First Gangster""]"
tt0002278	9	nm0656425	actor	""	"[""First Police Agent""]"
tt0002279	1	nm0680232	actor	""	"[""Frank Kenwick - the Insurgent Senator""]"
tt0002279	2	nm0644728	actor	""	"[""John Keenan - the Political Boss""]"
tt0002279	3	nm0298301	actress	""	"[""The Political Boss's Daughter""]"
tt0002279	4	nm0531584	actor	""	"[""E.C. Brady - the Financier""]"
tt0002279	5	nm0581683	director	""	""
tt0002280	10	nm0686142	actor	""	"[""Gardener""]"
tt0002280	1	nm0226992	actor	""	"[""Bob""]"
tt0002280	2	nm0635667	actress	""	"[""Alice, Bob's Sweetheart""]"
tt0002280	3	nm0125164	actor	""	"[""Papa""]"
tt0002280	4	nm0827509	actor	""	"[""One of Bob's Friends""]"
tt0002280	5	nm0784407	director	""	""
tt0002280	6	nm0120581	writer	""	""
tt0002280	7	nm0383528	cinematographer	""	""
tt0002280	8	nm0095695	actor	""	"[""One of Bob's Friends""]"
tt0002280	9	nm0331049	actor	""	"[""Reverend Brown""]"
tt0002281	1	nm0285643	actor	""	"[""Colonel James Bryson""]"
tt0002281	2	nm0334873	actress	""	"[""Colonel Bryson's Daughter""]"
tt0002281	3	nm0514517	actress	""	"[""Sky Star""]"
tt0002281	4	nm0583645	actor	""	"[""Lieutenant White""]"
tt0002281	5	nm0408436	director	""	""
tt0002281	6	nm0837989	writer	scenario	""
tt0002281	7	nm0794405	actor	""	"[""The Sioux Chief""]"
tt0002281	8	nm0010134	actor	""	"[""Telegrapher""]"
tt0002281	9	nm9332853	actress	""	"[""Cowgirl""]"
tt0002282	10	nm0649211	actor	""	"[""Jack's Sweetheart's Father""]"
tt0002282	1	nm0681933	actress	""	"[""Iola""]"
tt0002282	2	nm0656425	actor	""	"[""Jack Harper""]"
tt0002282	3	nm0262757	actor	""	"[""Jack's Partner""]"
tt0002282	4	nm0076202	actress	""	"[""Jack's Sweetheart""]"
tt0002282	5	nm0000428	director	""	""
tt0002282	6	nm0852022	writer	""	""
tt0002282	7	nm0005658	cinematographer	""	""
tt0002282	8	nm0169595	editor	""	""
tt0002282	9	nm14793212	editor	""	""
tt0002283	1	nm0877550	actress	""	"[""Florence Hart""]"
tt0002283	2	nm0717281	actor	""	"[""Dick Green""]"
tt0002283	3	nm0717468	actor	""	"[""Billy Hallock""]"
tt0002283	4	nm0356439	actress	""	"[""Sue Hallock - Billy's Wife""]"
tt0002283	5	nm1255970	actress	""	"[""Jean, Billy's Dog""]"
tt0002284	1	nm0332182	actor	""	""
tt0002284	2	nm0746008	actor	""	""
tt0002284	3	nm0154352	director	co-director	""
tt0002284	4	nm0869665	director	co-director	""
tt0002285	1	nm0789748	actor	""	"[""Thomas Taylor""]"
tt0002285	2	nm0298301	actress	""	"[""Hilda - Mrs. Thomas Taylor""]"
tt0002285	3	nm0626370	actress	""	"[""A Great Actress""]"
tt0002286	1	nm0294276	director	""	""
tt0002287	10	nm0115524	actress	""	"[""The Maid""]"
tt0002287	1	nm0681933	actress	""	"[""The Young Woman""]"
tt0002287	2	nm0376442	actress	""	"[""The Young Woman's Mother""]"
tt0002287	3	nm0404980	actor	""	"[""The Fortune Hunter""]"
tt0002287	4	nm0487007	actor	""	"[""The Broker""]"
tt0002287	5	nm0000428	director	""	""
tt0002287	6	nm0377289	writer	""	""
tt0002287	7	nm0005658	cinematographer	""	""
tt0002287	8	nm0524306	actor	""	"[""The Wealthy Friend""]"
tt0002287	9	nm0366008	actor	""	"[""The Stableboy""]"
tt0002288	10	nm0696985	actress	""	"[""Jaspar's Wife - The Old Negro Nurse""]"
tt0002288	1	nm0143460	actor	""	"[""Alvin Strong - The Boy""]"
tt0002288	2	nm0850033	actress	""	"[""Mrs. Strong - The Boy's Mother""]"
tt0002288	3	nm0604384	actor	""	"[""Mr. Strong - The Boy's Father""]"
tt0002288	4	nm0182537	actress	""	"[""Jane - Alvin's Sweetheart""]"
tt0002288	5	nm0448682	director	""	""
tt0002288	6	nm0857302	actress	""	"[""Jane's Mother""]"
tt0002288	7	nm0627617	actor	""	"[""Jane's Father""]"
tt0002288	8	nm0933479	actor	""	"[""Jaspar - An Old Negro""]"
tt0002288	9	nm0446769	actor	""	"[""Jaspar's Son""]"
tt0002289	1	nm0717468	actor	""	"[""The Artist""]"
tt0002289	2	nm0732651	actress	""	"[""Sue - Kaintuck's Sweetheart""]"
tt0002289	3	nm0845946	actor	""	"[""Kaintuck""]"
tt0002289	4	nm0922478	actress	""	"[""Dora - the Artist's Sweetheart""]"
tt0002289	5	nm0717281	director	""	""
tt0002290	10	nm0043018	actor	""	"[""Detective School Pupil""]"
tt0002290	1	nm0635667	actress	""	"[""Katchem Kate""]"
tt0002290	2	nm0532072	actor	""	"[""Detective Agency Head""]"
tt0002290	3	nm0681927	actor	""	"[""Office Boy""]"
tt0002290	4	nm0696138	actress	""	""
tt0002290	5	nm0784407	director	""	""
tt0002290	6	nm0376396	writer	""	""
tt0002290	7	nm0383528	cinematographer	""	""
tt0002290	8	nm0642722	actor	""	""
tt0002290	9	nm0039276	actress	""	"[""Kate's Supervisor""]"
tt0002291	1	nm0085877	actor	""	"[""Bob Hopkins""]"
tt0002291	2	nm0550615	actress	""	"[""Belle Hopkins - Bob's Sister""]"
tt0002291	3	nm0922396	actor	""	"[""Colonel Hopkins""]"
tt0002291	4	nm1160117	actor	""	"[""James Rollins - the Banker""]"
tt0002291	5	nm0577654	director	""	""
tt0002291	6	nm0927434	actor	""	"[""Shorty - The First Jockey""]"
tt0002291	7	nm1159153	actor	""	"[""Bates - The Second Jockey""]"
tt0002292	1	nm0898366	actor	""	""
tt0002292	2	nm0738202	director	""	""
tt0002293	10	nm0245657	actress	""	""
tt0002293	1	nm0764346	actor	""	"[""Fritz - Sona's Husband""]"
tt0002293	2	nm0366609	actress	""	"[""Sona - Fritz's Wife""]"
tt0002293	3	nm0724541	actor	""	"[""John Kruge - Sona's Father""]"
tt0002293	4	nm0230188	actress	""	"[""Mrs. Kruge - Sona's Mother""]"
tt0002293	5	nm0132324	director	""	""
tt0002293	6	nm0106990	writer	story	""
tt0002293	7	nm0783152	producer	producer	""
tt0002293	8	nm0914867	actor	""	"[""John Vogel""]"
tt0002293	9	nm0905387	actress	""	"[""Iona - Fritz & Sona's Child""]"
tt0002294	1	nm0003425	actress	""	"[""Kamma""]"
tt0002294	2	nm0065651	actor	""	"[""Zelten""]"
tt0002294	3	nm0762408	actress	""	"[""Harriet Werner""]"
tt0002294	4	nm0016799	actor	""	""
tt0002294	5	nm0300487	director	""	""
tt0002294	6	nm0368434	cinematographer	""	""
tt0002294	7	nm0917744	actor	""	""
tt0002294	8	nm0282348	actor	""	"[""Arthur Lichtinger""]"
tt0002295	10	nm0395136	actress	""	"[""Clarice""]"
tt0002295	1	nm0007215	actor	""	"[""George Talboys""]"
tt0002295	2	nm0269897	actress	""	"[""Lady Audley""]"
tt0002295	3	nm0790137	actor	""	"[""Sir Robert Audley""]"
tt0002295	4	nm0920607	actor	""	"[""Sir Michael""]"
tt0002295	5	nm0107543	director	""	""
tt0002295	6	nm0877783	director	""	""
tt0002295	7	nm0102935	writer	novel	""
tt0002295	8	nm0480674	producer	producer	""
tt0002295	9	nm0198523	actor	""	"[""Luke Marks""]"
tt0002296	10	nm0330352	actress	""	"[""Lady Margaret, Roderick's Mother""]"
tt0002296	1	nm0604384	actor	""	"[""King James V and James Fitz-James""]"
tt0002296	2	nm0408433	actor	""	"[""Douglas, Earl of Angus""]"
tt0002296	3	nm0832458	actress	""	"[""Ellen, Douglas' Daughter""]"
tt0002296	4	nm0636132	actor	""	"[""Sir Roderick""]"
tt0002296	5	nm0085865	director	""	""
tt0002296	6	nm0612348	writer	""	""
tt0002296	7	nm0779797	writer	poem	""
tt0002296	8	nm0930504	actor	""	"[""Malcolm Greene""]"
tt0002296	9	nm0426310	actor	""	"[""Allan-Bane, a Minstrel""]"
tt0002297	1	nm0124279	actor	""	"[""Guido Marcello""]"
tt0002297	2	nm0144293	actress	""	"[""Marie Medici""]"
tt0002297	3	nm0910388	actor	""	""
tt0002298	1	nm0285643	actor	""	"[""Bob Welch""]"
tt0002298	2	nm0334873	actress	""	"[""Beth Anders""]"
tt0002298	3	nm0020474	actor	""	""
tt0002298	4	nm0294058	actor	""	""
tt0002298	5	nm0408436	director	""	""
tt0002298	6	nm0583645	actor	""	""
tt0002298	7	nm0792727	actor	""	""
tt0002298	8	nm0514517	actress	""	"[""The Chief's Daughter""]"
tt0002299	1	nm0120544	actor	""	"[""John Bunnybunch""]"
tt0002299	2	nm0277411	actress	""	"[""Miss Bullfinch - an Old Maid""]"
tt0002299	3	nm0907973	actress	""	"[""Lily Walkerin""]"
tt0002299	4	nm0933479	actor	""	""
tt0002299	5	nm0394980	actor	""	""
tt0002300	10	nm0652479	actress	""	""
tt0002300	1	nm0290066	actor	""	"[""Ichabod Crane""]"
tt0002300	2	nm0012317	actor	""	""
tt0002300	3	nm0316947	actress	""	"[""Unspecified""]"
tt0002300	4	nm0342563	actor	""	""
tt0002300	5	nm0036048	director	""	""
tt0002300	6	nm0410331	writer	story	""
tt0002300	7	nm0425592	actor	""	""
tt0002300	8	nm0483611	actress	""	""
tt0002300	9	nm0488285	actor	""	""
tt0002302	10	nm0127511	actor	""	"[""A Nobleman""]"
tt0002302	1	nm0681933	actress	""	"[""Lena""]"
tt0002302	2	nm0487007	actor	""	"[""Lena's Sweetheart""]"
tt0002302	3	nm0115524	actress	""	"[""Gretchen""]"
tt0002302	4	nm0550615	actress	""	"[""The 'Adopted' Daughter""]"
tt0002302	5	nm0000428	director	""	""
tt0002302	6	nm0005658	cinematographer	""	""
tt0002302	7	nm0041858	actor	""	"[""Lena's Father""]"
tt0002302	8	nm0568282	actress	""	"[""Lena's Mother""]"
tt0002302	9	nm1013170	actor	""	"[""Courtier""]"
tt0002303	10	nm0141035	actor	""	"[""In Smuggler Band""]"
tt0002303	1	nm0842239	actress	""	"[""The Young Woman""]"
tt0002303	2	nm0041858	actor	""	"[""The Young Woman's Sweetheart""]"
tt0002303	3	nm0550615	actress	""	"[""The Young Woman's Companion""]"
tt0002303	4	nm0656425	actor	""	"[""The Leader of the Smugglers""]"
tt0002303	5	nm0000428	director	""	""
tt0002303	6	nm0377289	writer	""	""
tt0002303	7	nm0005658	cinematographer	""	""
tt0002303	8	nm0537556	actor	""	"[""The Revenue Officer"",""Policeman""]"
tt0002303	9	nm0921980	actor	""	"[""The Go-Between""]"
tt0002304	1	nm0873928	actor	""	"[""Kid""]"
tt0002304	2	nm0488285	actor	""	"[""Kit""]"
tt0002304	3	nm0652479	actress	""	"[""Kittie""]"
tt0002304	4	nm0012317	actor	""	"[""The Nephew""]"
tt0002304	5	nm0036048	director	""	""
tt0002304	6	nm0290066	actor	""	"[""Uncle Bill""]"
tt0002304	7	nm0835752	actress	""	"[""Kittie's Mother""]"
tt0002305	1	nm0897642	self	""	"[""Self""]"
tt0002305	2	nm1179300	self	""	"[""Self""]"
tt0002305	3	nm0127511	director	""	""
tt0002305	4	nm0000428	producer	producer	""
tt0002305	5	nm0003546	cinematographer	""	""
tt0002306	1	nm0170863	director	""	""
tt0002306	2	nm0294276	director	""	""
tt0002307	1	nm0840287	actor	""	"[""John West - the Lighthouse Keeper""]"
tt0002307	2	nm0768187	actress	""	"[""Jeannette - the Lighthouse Keeper's Daughter""]"
tt0002307	3	nm0933045	actor	""	"[""The Sailor""]"
tt0002307	4	nm0709718	actor	""	"[""The Stranger""]"
tt0002307	5	nm0205986	director	""	""
tt0002307	6	nm0581683	writer	scenario	""
tt0002307	7	nm0874364	actress	""	""
tt0002307	8	nm0112898	actor	""	""
tt0002307	9	nm0644728	actor	""	""
tt0002308	1	nm0283327	actress	""	"[""The Dreamer""]"
tt0002308	2	nm0644728	actor	""	"[""The Knight""]"
tt0002308	3	nm0680232	actor	""	"[""The Headsman""]"
tt0002308	4	nm0930198	director	""	""
tt0002309	10	nm0448682	actor	""	""
tt0002309	1	nm0408433	actor	""	"[""Abraham Lincoln""]"
tt0002309	2	nm0426310	actor	""	""
tt0002309	3	nm0949648	actor	""	""
tt0002309	4	nm0949403	actress	""	""
tt0002309	5	nm0085865	director	""	""
tt0002309	6	nm0108049	writer	scenario	""
tt0002309	7	nm1118823	writer	Gettysburg Address	""
tt0002309	8	nm0529368	actor	""	""
tt0002309	9	nm0832458	actress	""	""
tt0002310	1	nm0357530	actress	""	"[""Carmelita - The Little Bride of Heaven""]"
tt0002310	2	nm0298301	actress	""	"[""Carmelita's Mother""]"
tt0002310	3	nm0504353	actor	""	"[""The Priest""]"
tt0002310	4	nm0842976	actress	""	"[""Mrs. Litinksy - The Neighbor""]"
tt0002310	5	nm0852862	writer	""	""
tt0002310	6	nm0005896	actor	""	"[""Pharos - The Newsboy""]"
tt0002310	7	nm0112898	actor	""	"[""The Wig Maker""]"
tt0002310	8	nm5076192	actress	""	"[""Another Little Bride of Heaven""]"
tt0002311	1	nm0764346	actor	""	"[""Padre Augustine""]"
tt0002311	2	nm0643048	actor	""	"[""Don Phillippi""]"
tt0002311	3	nm0416456	actor	""	"[""Don Cerbio""]"
tt0002311	4	nm0264286	actress	""	"[""Papinta""]"
tt0002311	5	nm0132324	director	""	""
tt0002311	6	nm0058849	writer	scenario	""
tt0002311	7	nm0783152	producer	producer	""
tt0002311	8	nm0040086	actress	""	"[""Madre Maris - the Old Mexican Housekeeper""]"
tt0002312	1	nm0294276	director	""	""
tt0002313	1	nm0531584	actor	""	"[""Burton Prentice - the Husband""]"
tt0002313	2	nm0298301	actress	""	"[""Nellie Prentice - the Wife""]"
tt0002313	3	nm0917726	actress	""	"[""The Little Prentice Girl""]"
tt0002313	4	nm0949133	actor	""	"[""A Young Man of Means""]"
tt0002313	5	nm0581683	director	""	""
tt0002313	6	nm0259860	actress	""	"[""The Young Man's Mother""]"
tt0002313	7	nm0588295	actress	""	"[""The Mother's Companion""]"
tt0002313	8	nm0098089	actor	""	"[""One of the Children""]"
tt0002314	1	nm0206750	actor	""	"[""Richard Montague""]"
tt0002314	2	nm0063138	actress	""	"[""Mrs. Richard Montague""]"
tt0002314	3	nm0241838	actress	""	""
tt0002314	4	nm0652054	actress	""	"[""The Montague Child""]"
tt0002315	1	nm0168503	director	""	""
tt0002316	1	nm0925310	actress	""	"[""Mrs. Happy""]"
tt0002316	2	nm0055865	actor	""	"[""Mr. Happy""]"
tt0002316	3	nm0325448	director	""	""
tt0002316	4	nm0589616	writer	scenario	""
tt0002317	1	nm0449857	actor	""	""
tt0002317	2	nm0245385	director	""	""
tt0002318	10	nm0366008	actor	""	"[""The Victim"",""In Gambling Hall""]"
tt0002318	1	nm0921980	actor	""	"[""Dick Logan""]"
tt0002318	2	nm0681933	actress	""	"[""The Mexican Girl""]"
tt0002318	3	nm0537556	actor	""	"[""The Mexican Girl's Father""]"
tt0002318	4	nm0649211	actor	""	"[""The Owner of the Gambling Hall""]"
tt0002318	5	nm0000428	director	""	""
tt0002318	6	nm0377289	writer	""	""
tt0002318	7	nm0005658	cinematographer	""	""
tt0002318	8	nm0262757	actor	""	"[""The Gambler""]"
tt0002318	9	nm0733176	actor	""	"[""The Bartender"",""A Deputy""]"
tt0002319	1	nm0007221	actor	""	"[""Lord Browning""]"
tt0002319	2	nm0949403	actress	""	"[""Cinderella""]"
tt0002319	3	nm0330352	actress	""	"[""The Widow Gibson""]"
tt0002319	4	nm0277411	actress	""	"[""Sylvia, Cinderella's Older Sister""]"
tt0002319	5	nm0111753	director	""	""
tt0002319	6	nm0186847	writer	""	""
tt0002319	7	nm0047889	actress	""	"[""Adrienne, Cinderella's Younger Sister""]"
tt0002320	1	nm0680232	actor	""	"[""The Peasant""]"
tt0002320	2	nm0626370	actress	""	"[""Mary""]"
tt0002320	3	nm0840287	actor	""	"[""Mary's Father""]"
tt0002320	4	nm0635500	actress	""	"[""Mary's Mother""]"
tt0002320	5	nm0205986	director	""	""
tt0002320	6	nm0355555	writer	""	""
tt0002320	7	nm0199087	actress	""	"[""Mary's Sister""]"
tt0002320	8	nm0644728	actor	""	"[""The Lord of the Manor""]"
tt0002320	9	nm0264279	actor	""	"[""The Doctor""]"
tt0002321	1	nm0516974	actor	""	"[""Harry Locke - the Bridegroom""]"
tt0002321	2	nm0202590	actress	""	"[""Dora Davey - the Waiting Bride""]"
tt0002321	3	nm0755331	actor	""	"[""Rev. Sackcloth - the Forgetful Parson""]"
tt0002321	4	nm0160280	director	""	""
tt0002321	5	nm0395438	producer	producer	""
tt0002322	1	nm0130797	actor	""	"[""Robert Brandt""]"
tt0002322	2	nm0105201	actress	""	"[""Lily Leslie""]"
tt0002322	3	nm0087051	actress	""	"[""The Maid""]"
tt0002322	4	nm0047534	actor	""	"[""George""]"
tt0002322	5	nm0556607	actor	""	"[""John""]"
tt0002323	1	nm0138771	actor	""	"[""Carney""]"
tt0002323	2	nm0533615	actor	""	"[""Parsons""]"
tt0002323	3	nm0430865	actress	""	"[""Mrs. Parsons""]"
tt0002323	4	nm1073527	actress	""	"[""Ethel Parsons""]"
tt0002323	5	nm0001908	writer	""	""
tt0002323	6	nm0934669	actor	""	"[""Horace Winton""]"
tt0002323	7	nm1363590	actor	""	"[""The Boy""]"
tt0002324	1	nm0602956	actor	""	"[""Lieutenant Daring""]"
tt0002324	2	nm3140379	actor	""	"[""Arsene Leblanc - a Spy""]"
tt0002324	3	nm3137494	actress	""	"[""Gabrielle Leblanc - Arsene's Wife""]"
tt0002324	4	nm0713223	actor	""	"[""Leon Schumwasser""]"
tt0002324	5	nm0553320	director	""	""
tt0002324	6	nm0107940	writer	story	""
tt0002324	7	nm3137460	actress	""	"[""Marcella""]"
tt0002324	8	nm3140323	actor	""	"[""Lt. E.H. Hotchkiss""]"
tt0002324	9	nm0042347	actor	""	"[""Charles Austin""]"
tt0002325	1	nm0012505	actress	""	""
tt0002325	2	nm0163468	actor	""	""
tt0002325	3	nm15789365	actress	""	""
tt0002325	4	nm0168503	director	""	""
tt0002325	5	nm0005717	director	""	""
tt0002325	6	nm0347320	writer	play	""
tt0002326	10	nm0177416	actress	""	""
tt0002326	1	nm0811293	actress	""	"[""Lucile""]"
tt0002326	2	nm0190516	actor	""	"[""Lord Alfred""]"
tt0002326	3	nm0478359	actress	""	"[""Matilda""]"
tt0002326	4	nm0751510	actor	""	"[""Duc de Luvois""]"
tt0002326	5	nm0376529	director	""	""
tt0002326	6	nm0518840	writer	scenario	""
tt0002326	7	nm1644582	writer	poem	""
tt0002326	8	nm0027209	actress	""	"[""Constance""]"
tt0002326	9	nm0308848	actor	""	"[""Richard""]"
tt0002327	1	nm0358164	actor	""	"[""Shorty""]"
tt0002327	2	nm0514517	actress	""	"[""Grace - the Colonel's Daughter""]"
tt0002327	3	nm0607490	actor	""	"[""Lt. Jack Lane""]"
tt0002327	4	nm0807742	actor	""	"[""Capt. Swift""]"
tt0002327	5	nm1282454	director	""	""
tt0002327	6	nm0408436	producer	producer	""
tt0002327	7	nm0005641	cinematographer	""	""
tt0002328	1	nm0294276	actor	""	"[""King Midas""]"
tt0002328	2	nm0576791	actress	""	""
tt0002329	10	nm3501535	actor	""	"[""Dezsõ gróf""]"
tt0002329	1	nm0813922	actor	""	"[""Mel gróf""]"
tt0002329	2	nm3524487	actor	""	"[""Az öreg gróf""]"
tt0002329	3	nm0895382	actress	""	"[""Az öreg gróf felesége""]"
tt0002329	4	nm2099703	actor	""	"[""Kázmér herceg""]"
tt0002329	5	nm0002031	director	""	""
tt0002329	6	nm3523653	writer	""	""
tt0002329	7	nm0797730	writer	""	""
tt0002329	8	nm1918511	cinematographer	""	""
tt0002329	9	nm0010373	actress	""	"[""A hercegnõ""]"
tt0002330	1	nm0635667	actress	""	"[""Mabel""]"
tt0002330	2	nm0532072	actor	""	"[""The Burlesque Queen""]"
tt0002330	3	nm0827509	actor	""	"[""The Magician""]"
tt0002330	4	nm0784407	director	""	""
tt0002331	1	nm0635667	actress	""	"[""Mabel""]"
tt0002331	2	nm0532072	actor	""	"[""Mabel's Suitor""]"
tt0002331	3	nm0827509	actor	""	"[""Black - Another Suitor""]"
tt0002331	4	nm0202562	actress	""	"[""Mabel's Mother""]"
tt0002331	5	nm0784407	director	""	""
tt0002332	1	nm0635667	actress	""	"[""Mabel""]"
tt0002332	2	nm0532072	actor	""	"[""Jones - Mabel's Boss""]"
tt0002332	3	nm0202562	actress	""	"[""Mrs. Jones""]"
tt0002332	4	nm0851618	actor	""	"[""Maitre D'"",""Lawyer""]"
tt0002332	5	nm0784407	director	""	""
tt0002332	6	nm0291387	actor	""	"[""Male Secretary Applicant""]"
tt0002333	10	nm0016799	actor	""	""
tt0002333	1	nm0003425	actress	""	"[""Creszenz Fitzinger""]"
tt0002333	2	nm0375704	actress	""	"[""Mutter Fitzinger""]"
tt0002333	3	nm0121549	actor	""	"[""Wilder Christoph""]"
tt0002333	4	nm1495193	actor	""	"[""Der Dorfpfarrer""]"
tt0002333	5	nm0300487	director	""	""
tt0002333	6	nm0005869	cinematographer	""	""
tt0002333	7	nm0226278	production_designer	""	""
tt0002333	8	nm1493781	actress	""	"[""Frau Brinkmann""]"
tt0002333	9	nm1493129	actor	""	"[""Leutnant a.D. Huber""]"
tt0002334	1	nm0515860	actress	""	""
tt0002334	2	nm0063413	director	""	""
tt0002334	3	nm0063412	cinematographer	""	""
tt0002335	1	nm0515860	actress	""	""
tt0002335	2	nm0897953	actress	""	""
tt0002335	3	nm0063413	director	""	""
tt0002335	4	nm0550220	director	""	""
tt0002336	10	nm0943255	actor	""	""
tt0002336	1	nm0124279	actor	""	"[""Jack Bronson""]"
tt0002336	2	nm0063138	actress	""	"[""Cinderella""]"
tt0002336	3	nm0663832	actress	""	"[""Little Harriet - the Fairy""]"
tt0002336	4	nm0241838	actress	""	"[""Widow Norton""]"
tt0002336	5	nm0923603	director	""	""
tt0002336	6	nm0663860	writer	scenario	""
tt0002336	7	nm0556607	actor	""	""
tt0002336	8	nm0020234	actor	""	"[""The Stage Manager""]"
tt0002336	9	nm0087051	actress	""	""
tt0002337	1	nm0124279	actor	""	"[""Bob Strong""]"
tt0002337	2	nm0913341	actor	""	"[""John White""]"
tt0002338	1	nm0717468	actor	""	"[""Billy Burns""]"
tt0002338	2	nm0269897	actress	""	"[""Irene Brander - Billy's Sweetheart""]"
tt0002338	3	nm0242800	actor	""	"[""Bert Austin - Billy's Rival""]"
tt0002338	4	nm0149694	actor	""	"[""Mr. Brander - Irene's Father""]"
tt0002338	5	nm0480674	producer	producer	""
tt0002339	1	nm0290066	actor	""	"[""Hiram Tyler""]"
tt0002339	2	nm0483611	actress	""	"[""Judith Hughes""]"
