nconst	primaryName	birthYear	deathYear
nm0835591	Axel Strøm	1866	1950
nm0835724	Jane Stuart	""	""
nm0835752	Julia Stuart	1867	1949
nm0835797	Master Stuart	""	""
nm0835835	Ralph Stuart	1890	1952
nm0835871	Violet Stuart	1884	1968
nm0835881	William T. Stuart	""	""
nm0836170	Walter Stull	1879	1961
nm0836312	John Sturgeon	1859	1938
nm0836316	Rollin S. Sturgeon	1877	1961
nm0836458	Lucia Sturza-Bulandra	1873	1961
nm0836527	Arthur Styan	1866	1925
nm0836650	K.E. Ståhlberg	1862	1919
nm0837183	Hermann Sudermann	1857	1928
nm0837989	C. Gardner Sullivan	1884	1965
nm0838052	Edward P. Sullivan	1854	1928
nm0838074	Frederick Sullivan	1872	1937
nm0838165	Joseph Sullivan	""	""
nm0838370	Thomas Russell Sullivan	1849	1916
nm0838496	William Sulzer	1863	1941
nm0838700	E. Lynn Summers	1869	1938
nm0838843	Slim Summerville	1892	1946
nm0839374	Marion Sunshine	1894	1963
nm0840178	Victor Sutherland	1889	1968
nm0840218	Alfred Sutro	1863	1933
nm0840287	Charles Sutton	1855	1935
nm0841389	Josef Sváb-Malostranský	1860	1932
nm0841435	Barbara Swager	""	""
nm0841501	Mack Swain	1876	1935
nm0841608	Mark Swan	1871	1942
nm0841797	Gloria Swanson	1899	1983
nm0842015	Marian Swayne	1891	1973
nm0842045	Willis P. Sweatnam	1854	1930
nm0842181	Peggy Sweeney	""	""
nm0842239	Blanche Sweet	1896	1986
nm0842357	Lillian Sweetser	1885	1974
nm0842521	Charles Swickard	1861	1929
nm0842522	Josef Swickard	1866	1940
nm0842605	Jonathan Swift	1667	1745
nm0842736	Ian Swinley	1891	1937
nm0842809	Reginald Switz	1874	1954
nm0842963	Lidiya Sychyova	""	""
nm0842976	Louise Sydmeth	1868	1938
nm0842986	Edward Sydney	""	""
nm0842990	Herbert Sydney	""	""
nm0843180	Renée Sylvaire	""	""
nm0843294	Sylvie	1883	1970
nm0844227	Gyula Szöreghy	1887	1942
nm0844543	Ángel Sáenz de Heredia	""	""
nm0844683	Pascual Sánchez Bort	""	""
nm0845396	Gaston Séverin	1879	1962
nm0845505	Oscar Söderholm	1875	1936
nm0845662	Axel Sørensen	""	""
nm0845945	Richard Taber	1884	1957
nm0845946	Robert Taber	""	""
nm0846831	Lucien Tainguy	1881	1971
nm0846879	Charles Tait	1868	1933
nm0846887	Elizabeth Tait	1879	""
nm0846894	John Tait	1871	1955
nm0846911	Nevin Tait	1876	1961
nm0847910	Hayden Talbot	1882	""
nm0847947	May Talbot	""	""
nm0848052	Tod Talford	""	""
nm0848065	Mabel Taliaferro	1887	1979
nm0848226	Constance Talmadge	1898	1973
nm0848232	Norma Talmadge	1894	1957
nm0848437	T. Tamamoto	1879	1924
nm0848483	Mikhail Tamarov	""	""
nm0848502	Manuel Tamayo y Baus	1829	1898
nm0848754	Irene Tams	1892	1962
nm0849576	Myrtle Tannehill	1886	1977
nm0849803	John Tansey	1901	1971
nm0849806	Robert Emmett Tansey	1897	1951
nm0850033	Rose Tapley	1881	1956
nm0850034	Rosemary Tapley	1907	1966
nm0850483	Booth Tarkington	1869	1946
nm0850556	Gerda Tarnow	1890	1981
nm0850688	María Tarrés	""	""
nm0851618	Arthur Tavares	1884	1954
nm0851633	João Tavares	1883	1971
nm0851953	Alma Taylor	1895	1974
nm0852022	Belle Taylor	""	""
nm0852469	Howard P. Taylor	1838	1916
nm0852476	Irma Taylor	1890	1974
nm0852862	Mary Imlay Taylor	1878	1938
nm0853193	Stanner E.V. Taylor	1877	1948
nm0853336	William Desmond Taylor	1872	1922
nm0853604	Conway Tearle	1878	1938
nm0853923	Ellen Tegner	1878	1957
nm0854283	Trymbak B. Telang	""	""
nm0854414	Lou Tellegen	1881	1934
nm0854654	Tom Tempest	1876	1955
nm0854750	Beatrix Templeton	""	1924
nm0854771	Joyce Templeton	""	""
nm0854777	Olive Templeton	1883	1979
nm0854948	Marie Tener	1891	""
nm0855036	Barbara Tennant	1892	1982
nm0855047	Frank Tennant	1876	1971
nm0855139	Alfred Lord Tennyson	1809	1892
nm0855870	Gianna Terribili-Gonzales	1882	1940
nm0855911	Milly Terriss	1910	""
nm0855912	Tom Terriss	1872	1964
nm0855979	Ethel Grey Terry	1882	1931
nm0856001	Jack Terry	1864	1940
nm0856161	George Terwilliger	1882	1970
nm0856163	Johanna Terwin	1884	1962
nm0856593	Teddy Tetzlaff	1883	1929
nm0856842	William Makepeace Thackeray	1811	1863
nm0857034	Edwin Thanhouser	1865	1956
nm0857181	Russell Thaw	1910	1984
nm0857203	Ernest Lawrence Thayer	1863	1940
nm0857222	Otis Thayer	1863	1935
nm0857302	Rosemary Theby	1892	1973
nm0857350	Mechthildis Thein	1888	1959
nm0858158	Elizaveta Thiman	""	""
nm0858286	Mathilde Thizeau	""	""
nm0858501	Augustus Thomas	1857	1934
nm0858778	Edward Thomas	1884	1943
nm0858812	Eugene Thomas	""	""
nm0858989	Jean Thomas	1881	1982
nm0859862	Anna Thompson	1885	1966
nm0860035	David Thompson	1884	1957
nm0860437	Madeline Thompson	""	""
nm0860449	Margaret Thompson	1889	1969
nm0860847	William C. Thompson	1889	1963
nm0860895	Ebba Thomsen	1887	1973
nm0861002	Frederick A. Thomson	1869	1925
nm0861401	Lizette Thorne	1882	1970
nm0861524	Edith Thornton	1896	1984
nm0861527	F. Martin Thornton	1884	1956
nm0861587	Richard Thornton	1873	1936
nm0861696	Morgan Thorpe	""	""
nm0861832	Karin Thorén	""	""
nm0861872	Jean Thrall	""	""
nm0862278	Elemér Thury	1874	1944
nm0862751	Ferdinand Tidmarsh	1881	1922
nm0863505	Edwin B. Tilton	1859	1926
nm0863812	John Timrott	1888	1975
nm0863863	Fay Tincher	1884	1983
nm0864044	A.C. Tinsdale	""	""
nm0864559	Lydia Yeamans Titus	1857	1929
nm0864931	Genevieve Tobin	1899	1995
nm0865178	Harry Todd	1863	1935
nm0865601	José de Togores	""	""
nm0865602	Juan de Togores	""	""
nm0865998	Riccardo Tolentino	""	""
nm0866184	Gunnar Tolnæs	1879	1940
nm0866239	Aleksei Tolstoy	1817	1875
nm0866243	Lev Tolstoy	1828	1910
nm0866903	Socrate Tommasi	""	""
nm0867118	Kate Toncray	1867	1927
nm0867170	Bessie Toner	1885	1951
nm0867282	Philip Tonge	1897	1959
nm0867453	John Peter Toohey	""	""
nm0867469	William H. Tooker	1869	1936
nm0868114	Alfonso Tormo	""	""
nm0868456	David Torrence	1864	1951
nm0868510	Consuelo Torres 'Manón'	""	""
nm0868790	Paquita Torres	""	""
nm0869321	Ede Tóth	1844	1876
nm0869418	Edyth Totten	1885	1953
nm0869421	Joseph Byron Totten	1870	1946
nm0869559	Jean Toulout	1887	1962
nm0869645	Viktor Tourjansky	1891	1976
nm0869665	Maurice Tourneur	1876	1961
nm0869856	Albert Tovell	""	""
nm0870056	Robin H. Townley	1887	1969
nm0870083	Anna Townsend	1845	1923
nm0870201	Stephen Townsend	""	""
nm0870493	Bert Tracy	1889	""
nm0870544	Louis Tracy	1863	1928
nm0870588	Marie Trado	""	""
nm0870677	Arthur Chesney Train	1875	1945
nm0870831	Antonio de Padua Tramullas	1880	1961
nm0871123	Amy Trask	""	""
nm0871215	Ludwig Trautmann	1885	1957
nm0871311	Richard Travers	1885	1935
nm0871314	Roy Travers	1875	1941
nm0871337	Madlaine Traverse	1875	1964
nm0871374	Charles W. Travis	1860	1917
nm0871426	Norton Travis	1878	1941
nm0871879	W.A. Tremayne	1864	1939
nm0872279	Francisco Tressols	""	""
nm0872326	Wanda Treumann	1883	1963
nm0872476	Norman Trevor	1877	1929
nm0872478	Paul Trevor	""	""
nm0872646	Lidiya Tridenskaya	""	""
nm0872862	George S. Trimble	1874	1925
nm0872868	Laurence Trimble	1885	1954
nm0873165	Una Tristram	1891	1975
nm0873928	John Troyano	1890	1938
nm0874123	Frederick Truesdell	1870	1929
nm0874139	Ernest Truex	1889	1973
nm0874346	Herbert Trumper	""	""
nm0874364	Mabel Trunnelle	1879	1981
nm0874739	Tsar Nicholas II	1868	1918
nm0874746	Tsarina Alexandra	1872	1918
nm0874799	Jenny Tschernichin-Larsson	1867	1937
nm0874826	Dora Tschitorina	""	""
nm0875869	George Loane Tucker	1872	1921
nm0875983	Richard Tucker	1884	1942
nm0876053	Ray Tuckerman	""	""
nm0876445	Richard Walton Tully	1877	1945
nm0877332	Margaret Turnbull	1872	1942
nm0877478	D.H. Turner	1880	1947
nm0877536	Emanuel A. Turner	1884	1941
nm0877548	F.A. Turner	1858	1923
nm0877550	Florence Turner	1885	1946
nm0877675	K.M. Turner	1887	1927
nm0877783	Otis Turner	1862	1918
nm0877941	William H. Turner	1861	1942
nm0878035	Ben Turpin	1869	1940
nm0878039	Carrie Turpin	1882	1925
nm0878069	Augusto Turqui	""	""
nm0878467	Emanuel Tvede	1868	1910
nm0878494	Mark Twain	1835	1910
nm0878556	Theodore Tweston	""	""
nm0878609	Stan Twist	""	""
nm0878799	Dallas Tyler	1879	1953
nm0879826	Ranchhodbai Udayram	""	""
nm0880143	Ödön Uher ifj.	1892	1989
nm0880492	Edward Ullman	1867	1940
nm0880646	Lenore Ulric	1892	1970
nm0881333	Eve Unsell	1888	1937
nm0881616	Charles Urban	1867	1942
nm0881638	Max Urban	1882	1959
nm0882643	Yelizaveta Uvarova	""	""
nm0882755	J. V-s	""	""
nm0883519	Robert Valberg	1884	1955
nm0883898	Louise Vale	1881	1918
nm0883920	Travers Vale	1865	1927
nm0883923	Vola Vale	1897	1970
nm0884171	Karl Valentin	1882	1948
nm0884231	Grace Valentine	1884	1964
nm0884879	André Valldaura	""	""
nm0884979	Enrique Juan Vallejo	1882	1950
nm0885812	Frank Van Buren	""	""
nm0885818	Mabel Van Buren	1878	1947
nm0885820	Ned Van Buren	1882	1969
nm0886151	August Van den Hoeck	1863	1942
nm0886548	Cortland Van Deusen	1890	""
nm0886610	Louis van Dommelen	1885	1970
nm0886611	Ansje van Dommelen-Kapper	1887	1973
nm0886724	Catherine Van Dyke	""	""
nm0887202	Charles van Houten	""	""
nm0887428	Charles E. van Loan	1876	1919
nm0887714	Ernest Van Pelt	1883	1961
nm0887833	A.W.G. van Riemsdijk	1878	1930
nm0888126	Jessalyn Van Trump	1887	1939
nm0888396	Beatrice Van	1890	1983
nm0888419	Nip Van	""	""
nm0888428	Wally Van	1880	1974
nm0888482	Violet Vanbrugh	1867	1942
nm0888539	Louis Joseph Vance	1879	1933
nm0888708	Jacques Vandenne	""	""
nm0888983	Denton Vane	1890	1940
nm0888988	Lance Vane	1884	1942
nm0889511	Victor Varconi	1891	1976
nm0889772	Gerardo M. Vargas Machuca	""	""
nm0889904	Ricardo Vargas	""	""
nm0890988	E. Vaudray	""	""
nm0890993	Simone Vaudry	1906	1993
nm0891007	Bernard Vaughan	""	""
nm0891119	Vivian Vaughan	1902	1966
nm0891238	Robert Vaughn	1877	""
nm0891261	William Vaughn	""	""
nm0891321	Sydney Vautier	1884	1921
nm0892185	Perry N. Vekroff	1880	1937
nm0892614	Gaston Velle	1872	1948
nm0892682	Luz Veloso	1880	1962
nm0892836	Vina de Velázquez	""	""
nm0893299	Alexia Ventura	""	""
nm0893346	Maria Ventura	1890	1954
nm0893966	Rosalind Vereen	""	""
nm0894523	Jules Verne	1828	1905
nm0894632	Agnes Vernon	1895	1948
nm0894643	Bobby Vernon	1897	1939
nm0894646	Charles E. Vernon	1848	1926
nm0894679	Isabel Vernon	1874	1930
nm0894737	Henry J. Vernot	1873	1928
nm0895382	Jenöné Veszprémy	1854	1945
nm0895515	Gabriel Veyre	1871	1936
nm0895798	Henry Vibart	1863	1943
nm0896066	José Vico	""	""
nm0896542	King Vidor	1894	1982
nm0896618	Amelia Vieira	1850	1928
nm0897085	Robert G. Vignola	1882	1953
nm0897388	José Vilar	""	""
nm0897441	Ernesto Vilches	1879	1954
nm0897642	Pancho Villa	1878	1923
nm0897953	Angelina Villar	""	""
nm0898147	Carmen Villasán	""	""
nm0898366	Charles Villiers	""	""
nm0898416	Paul Villé	1881	1977
nm0898660	James Vincent	1882	1957
nm0898785	Walter Vincent	""	""
nm0899133	Horace Vinton	1854	1930
nm0899157	Giulio Vinà	""	""
nm0899837	Carmen Vital	""	""
nm0900111	Giovanni Vitrotti	1874	1966
nm0900293	José Vives	""	""
nm0900330	Robert Vivian	1859	1944
nm0900812	Arthur Voegtlin	1858	1948
nm0900892	Franz Vogel	1883	1956
nm0901502	Alexandre Volkoff	1885	1942
nm0901629	Karl Vollmöller	1878	1948
nm0901654	Jacques Volnys	""	1925
nm0902115	Birger von Cotta-Schønberg	1889	1958
nm0902120	Arzén von Cserépy	1881	1958
nm0902426	Hubert von Herkomer	1849	1914
nm0902446	Hugo von Hofmannsthal	1874	1929
nm0902509	Tilly von Kaulbach	1874	1966
nm0902615	Ica von Lenkeffy	1896	1955
nm0902698	Harry von Meter	1871	1956
nm0902731	Ritter von Mosenthal	1821	1877
nm0902876	Erich von Ritzau	1877	1936
nm0902961	Franz von Schoenthan	1849	1913
nm0903080	Bertha von Suttner	1843	1914
nm0903194	Gustav von Wangenheim	1895	1975
nm0903235	Eduard von Winterstein	1871	1961
nm0903249	Paul von Woringen	1859	1928
nm0903455	Henry Vorins	""	""
nm0903628	Gayne Whitman	1890	1958
nm0903941	Aleksandr Voznesensky	1880	1939
nm0903955	Helene Voß	1876	1926
nm0903959	Richard Voß	1851	1918
nm0905387	Baby Lillian Wade	1907	1990
nm0905426	Frank Wade	""	""
nm0905629	William Wadsworth	1874	1950
nm0905937	Jack Wagner	1891	1963
nm0905989	Leon Wagner	1885	""
nm0906197	Georges Wague	1874	1965
nm0906448	Dan Waid	""	""
nm0906530	Charles Wainwright	""	""
nm0906610	James R. Waite	1845	1913
nm0906636	Virginia Waite	1877	1941
nm0906942	Marie Walcamp	1894	1936
nm0906971	Julia Walcott	1845	1915
nm0906972	William Walcott	""	""
nm0907213	Else Waldmann	""	""
nm0907289	Charles Waldron	1874	1946
nm0907803	Inez Walker	""	""
nm0907885	Johnnie Walker	1894	1949
nm0907973	Lillian Walker	1887	1975
nm0908053	Mrs. Allen Walker	""	""
nm0908154	Robert Walker	1888	1954
nm0908379	Boots Wall	""	""
nm0908390	David Wall	1870	1938
nm0908528	Baby Wallace	""	""
nm0908682	Irene Wallace	1898	1977
nm0908753	Lew Wallace	1827	1905
nm0908784	May Wallace	1877	1938
nm0908797	Morgan Wallace	1881	1953
nm0909105	Miles Wallerton	""	""
nm0909339	Edwin Wallock	1877	1951
nm0909492	Stanley Walpole	1881	1967
nm0909636	Felix Walsh	1911	1992
nm0909639	Frank Walsh	1860	1932
nm0909648	George Walsh	1889	1981
nm0909708	John A. Walsh	""	""
nm0909825	Raoul Walsh	1887	1980
nm0909894	Tom Walsh	1863	1925
nm0910021	Eugene Walter	1874	1941
nm0910105	Olive Walter	1898	1961
nm0910321	Mrs. George W. Walters	1835	1916
nm0910388	William Walters	1884	1944
nm0910400	Henry B. Walthall	1878	1936
nm0910495	Constance Walton	1870	1954
nm0910509	Fred Walton	1865	1936
nm0910564	Mrs. E. Walton	""	""
nm0911139	Richard Wangermann	1859	1930
nm0911286	August Warberg	1842	1915
nm0911311	E.A. Warburton	1867	1914
nm0911493	Denis Ward	""	""
nm0911560	Gerald Ward	""	""
nm0911568	Harry Ward	""	""
nm0911577	Ida Ward	""	""
nm0911699	Lucille Ward	1880	1952
nm0911959	Ernest C. Warde	1874	1923
nm0911963	Frederick Warde	1851	1935
nm0912196	Irene Warfield	1896	1961
nm0912354	Henry Christeen Warnack	""	""
nm0912399	Anne Warner	1869	1913
nm0912478	H.B. Warner	1876	1958
nm0912686	Walter Warr	""	""
nm0912817	Edward Warren	1856	1930
nm0912844	Giles Warren	1867	""
nm0912859	Irene Warren	""	""
nm0913085	Lule Warrenton	1862	1932
nm0913094	Robert Warwick	1878	1964
nm0913298	Kurt Waschneck	1882	""
nm0913338	Alice Washburn	1861	1929
nm0913341	Bryant Washburn	1889	1963
nm0913432	Eleanor Washington	1878	1953
nm0913611	Lilly Wasmuth	1886	1970
nm0914003	Ida Waterman	1852	1941
nm0914476	Howard Watrous	""	""
nm0914558	Coy Watson	1912	2009
nm0914772	Leonide Watson	""	""
nm0914808	Minor Watson	1889	1965
nm0914867	Roy Watson	1876	1937
nm0915245	Tom Watts	""	""
nm0915270	William Wauer	1866	1962
nm0915592	Justina Wayne	""	1951
nm0915862	Henry Weaver	1858	1922
nm0916043	Catherine Webb	""	""
nm0916376	Frederick Webber	1889	1918
nm0916379	George Webber	1876	1967
nm0916633	Joe Weber	1867	1942
nm0916665	Lois Weber	1879	1939
nm0916828	Ben Webster	1864	1947
nm0916904	Harry McRae Webster	1872	1940
nm0916906	Henry Kitchell Webster	1875	1932
nm0917018	Thomas Webster	""	""
nm0917149	Frank Wedekind	1864	1918
nm0917232	Frank Weed	1869	1944
nm0917291	Alice Weeks	""	""
nm0917339	Marion Weeks	1886	1968
nm0917467	Paul Wegener	1874	1948
nm0917726	Edna May Weick	1905	1983
nm0917744	Fritz Weidemann	1871	1919
nm0917874	Edwin F. Weigle	1889	1973
nm0918380	Friedrich Weinmann	1885	1929
nm0918646	Marie Weirman	""	""
nm0919047	John Weiss	""	""
nm0919054	Josef Weiss	1864	1945
nm0919056	Joseph Leon Weiss	""	""
nm0919225	Hanni Weisse	1892	1967
nm0919469	Poul Welander	1879	1942
nm0919552	George T. Welsh	""	""
nm0919561	James Welch	1865	1917
nm0919737	Marion Weldon	1913	1989
nm0919966	Charles Wellesley	1873	1946
nm0920132	Carolyn Wells	1870	1942
nm0920136	Charles Wells	1851	1924
nm0920193	E.N. Wells	""	""
nm0920229	H.G. Wells	1866	1946
nm0920250	Jane Wells	""	""
nm0920300	L.M. Wells	1862	1923
nm0920323	Mai Wells	1862	1941
nm0920328	Marie Wells	1894	1949
nm0920469	William Wells	""	""
nm0920533	Dorothy Welsh	""	""
nm0920607	William Welsh	1870	1946
nm0921506	Hugo Werner-Kahle	1882	1961
nm0921938	Beverly West	""	""
nm0921940	Billie West	1891	1967
nm0921941	Billy West	1892	1975
nm0921945	Blanche West	""	""
nm0921980	Charles West	1885	1943
nm0922044	Dorothy West	1891	1980
nm0922066	Ethel West	""	""
nm0922096	Henry West	1868	1936
nm0922259	Mrs. Tony West	""	""
nm0922286	Paul West	1871	1918
nm0922304	Raymond B. West	1886	1923
nm0922392	William West	1856	1915
nm0922396	William H. West	1860	1915
nm0922478	Virginia Westbrook	1844	1923
nm0922707	Frank H. Westerton	1871	1923
nm0922928	Charles Weston	1886	1919
nm0922959	Harold Weston	1885	1959
nm0922987	Maggie Weston	""	1926
nm0922997	Mildred Weston	""	""
nm0923023	William Weston	""	""
nm0923198	Ragna Wettergreen	1864	1958
nm0923495	William Wilfrid Whalen	""	""
nm0923594	Leopold Wharton	1870	1927
nm0923603	Theodore Wharton	1875	1931
nm0923760	A.C. Wheeler	""	""
nm0923990	Charles Wheelock	1874	1948
nm0924145	Mrs. Thomas Whiffen	1845	1936
nm0924185	Clara Whipple	1887	1932
nm0924227	Margaret Whistler	1888	1939
nm0924307	Slim Whitaker	1893	1960
nm0924475	Arthur White	1881	1924
nm0924613	Chrissie White	1895	1989
nm0924787	Frances White	1896	1969
nm0924829	Gilbert White	1877	1939
nm0924834	Glen White	1880	""
nm0924842	Grace Miller White	1868	1965
nm0924893	J. Fisher White	1865	1945
nm0924920	James H. White	1872	1944
nm0925118	Leo White	1882	1948
nm0925213	Metta White	""	""
nm0925310	Pearl White	1889	1938
nm0925404	Roger White	""	""
nm0925481	Stewart Edward White	1873	1946
nm0925513	Thomas White	1898	""
nm0925689	Hubert Whitehead	1877	1949
nm0926190	Vincent Whitman	1892	1973
nm0926280	Claire Whitney	1890	1969
nm0926330	Marion Whitney	""	""
nm0926514	John Greenleaf Whittier	1807	1892
nm0926516	Robert Whittier	1870	1936
nm0926599	May Whitty	1865	1948
nm0926617	Robert Whitworth	""	""
nm0927038	Wallace Widdicombe	1868	1969
nm0927183	Birger Widt	""	""
nm0927255	Gustav Wied	1858	1914
nm0927374	Emma Wiehe	1864	1949
nm0927434	Harry Wulze	1887	1923
nm0927468	Robert Wiene	1873	1938
nm0927620	Grete Wiesenthal	1885	1970
nm0927689	Agnes Thorberg Wieth	1886	1981
nm0927690	Carlo Wieth	1885	1943
nm0928108	Crane Wilbur	1886	1973
nm0928118	Mabel Wilbur	1884	1952
nm0928204	Ella Wheeler Wilcox	1850	1919
nm0928492	Oscar Wilde	1854	1900
nm0928513	Sybil Wilde	""	""
nm0928605	Marshall P. Wilder	1859	1915
nm0928910	Carl Wilhelm	1872	""
nm0929147	Anna Tupper Wilkes	""	""
nm0929200	Violet Wilkey	1903	1976
nm0929608	Eloise Willard	1873	""
nm0929619	Lee Willard	1873	1940
nm0929649	Irvin Willat	1890	1976
nm0929807	Dean Willets	""	""
nm0929808	Gilson Willets	1869	1922
nm0929996	Alice Williams	""	""
nm0930198	C.J. Williams	1858	1945
nm0930290	Clara Williams	1888	1928
nm0930308	Cora Williams	1870	1927
nm0930504	Earle Williams	1880	1927
nm0930543	Emmett A. Williams	1892	1916
nm0930564	Esta Williams	""	""
nm0930584	Florence Williams	""	""
nm0930596	Frank D. Williams	1893	1961
nm0930656	George A. Williams	1854	1936
nm0930688	Grace Williams	1894	1987
nm0930788	Ida Williams	""	""
nm0931031	Kathlyn Williams	1879	1960
nm0931225	Malcolm Williams	1870	1937
nm0931239	Margot Williams	""	""
nm0931381	Nellie Williams	""	""
nm0931935	William A. Williams	1870	1942
nm0931989	C.N. Williamson	1859	1920
nm0932035	George M. Williamson	1885	1956
nm0932048	J. Ernest Williamson	1881	1966
nm0932055	James Williamson	1855	1933
nm0932328	F. McGrew Willis	1891	1957
nm0932346	Hubert Willis	1862	1933
nm0932387	Louise Willis	1880	1929
nm0932428	Paul Willis	1901	1960
nm0932440	Richard Willis	1876	1945
nm0932472	Susanne Willis	""	""
nm0932588	Louis Willoughby	1876	1968
nm0932614	Anthony E. Wills	""	""
nm0932784	Louise Willy	""	""
nm0932878	Max Wilmsen	1885	1953
nm0933026	Augusta Jane Evans Wilson	1835	1909
nm0933045	Ben F. Wilson	1876	1930
nm0933162	Charles J. Wilson	1894	1974
nm0933355	Edna Mae Wilson	1906	""
nm0933368	Elsie Jane Wilson	1885	1965
nm0933406	Frank Wilson	1873	1952
nm0933424	Fred L. Wilson	""	1920
nm0933446	George E. Wilson	""	""
nm0933448	Georgia Wilson	""	""
nm0933479	Hal Wilson	1861	1933
nm0933491	Harry Leon Wilson	1867	1939
nm0933640	John Fleming Wilson	1877	1922
nm0933643	John P. Wilson	""	""
nm0933780	Lucile Wilson	""	""
nm0933805	Margery Wilson	1896	1986
nm0933878	Millard K. Wilson	1890	1933
nm0934232	Tom Wilson	1880	1965
nm0934300	William J. Wilson	1874	1936
nm0934306	Woodrow Wilson	1856	1924
nm0934399	Simeon Wiltsie	1853	1918
nm0934524	Forrest Winant	1888	1928
nm0934669	Fred Windemere	1892	1970
nm0934969	Red Wing	1884	1974
nm0934979	William E. Wing	1869	1947
nm0935488	Herbert Hall Winslow	1865	1930
nm0935675	Bottles Winter	""	""
nm0935763	John Strange Winter	1856	1911
nm0935849	Winona Winter	1889	1940
nm0935879	Carl Winterhoff	1874	1937
nm0936051	Barbara Winthrop	""	""
nm0936420	Thomas A. Wise	1865	1928
nm0936644	Owen Wister	1860	1938
nm0936738	L.J. Withers	""	""
nm0936767	Chester Withey	1887	1939
nm0937006	Darr Wittenmyer	1888	1940
nm0937058	Mattie Witting	1863	1945
nm0937377	Max Wogritsch	1880	1951
nm0937581	William Wolbert	1883	1918
nm0937599	Helen Wolcott	1892	1985
nm0937628	Sofus Wolder	1871	1914
nm0938041	Frank E. Wolfe	1869	""
nm0938059	Jane Wolfe	1875	1958
nm0938878	W. Carey Wonderly	1885	1931
nm0939702	Frank Wood	""	""
nm0939717	George Wood	""	""
nm0939904	Mrs. Henry Wood	1814	1887
nm0939908	N.Z. Wood	1857	1936
nm0940425	Nancy Mann Waddel Woodrow	1875	1935
nm0940450	Eleanor Woodruff	1891	1980
nm0940457	Henry Woodruff	1869	1916
nm0940488	Frank E. Woods	1860	1939
nm0940629	Jack Woods	1897	1942
nm0940689	Lotta Woods	1869	1957
nm0940927	Fred Woodward	1882	1960
nm0941388	Dean C. Worcester	""	""
nm0941525	Emmy Worm-Müller	1875	1950
nm0941542	Jean Worms	1884	1943
nm0941562	Duke Worne	1888	1933
nm0941652	Adele Worth	""	""
nm0941782	William Worthington	1872	1941
nm0942385	Ethel Wright	1891	1958
nm0942610	Mabel Wright	1880	1972
nm0942917	Walter Wright	1885	1958
nm0943255	Fred Wulf	""	""
nm0943285	Marius Wulff	1881	1953
nm0943544	Fred Wyatt	""	""
nm0943625	Jessie Wyckoff	1881	1969
nm0943896	Edward Wynard	1889	1927
nm0943913	Olive Wyndham	1886	1971
nm0943957	Edgar G. Wynn	""	""
nm0944017	Bert Wynne	1889	1971
nm0944028	Gladys Wynne	1889	1964
nm0944584	Margarita Xirgu	1888	1969
nm0946238	Varvara Yanova	1890	1943
nm0946801	Norman Yates	1880	1918
nm0948803	Kathleen Yorke	1898	1984
nm0949133	Barry O'Moore	1879	1945
nm0949372	Charles Young	""	""
nm0949403	Clara Kimball Young	1890	1960
nm0949546	Frank Young	1889	1951
nm0949565	George Young	""	""
nm0949617	Howard Irving Young	1893	1952
nm0949648	James Young	1872	1948
nm0949841	Lucille Young	1883	1934
nm0950148	W.W. Young	""	""
nm0950268	Henry Youngman	1846	1940
nm0951258	Mimi Yvonne	""	""
nm0952034	Otto Zahrádka	1882	1939
nm0953014	Orestes A. Zangrilli	1881	1965
nm0954051	Stanislaw Sebel	1886	1946
nm0954087	Ferdinand Zecca	1864	1947
nm0954390	Erich Zeiske	""	""
nm0955998	Carl Zickner	1863	1939
nm0956049	Lili Ziedner	1895	1939
nm0956070	Marison Ziegfeld	""	""
nm0956071	Mignon Ziegfeld	1871	1966
nm0956272	Bruno Ziener	1870	1941
nm0956274	Manny Ziener	1887	1972
nm0956428	Gyula Zilahi	1859	1938
nm0957652	Émile Zola	1840	1902
nm0957703	William Zollinger	1874	1946
nm0957979	José Zorrilla	1817	1893
nm0957985	Pedro Zorrilla	""	""
nm0958169	Béla Zsitkovszky	1868	1930
nm0958532	Adolph Zukor	1873	1976
nm0959065	Fru Zwinge	""	""
nm0959066	Waldemar Zwinge	""	""
nm0959358	Serafín Álvarez Quintero	1871	1938
nm0959818	Olof Ås	1892	1949
nm0959921	Henri Étiévant	1870	1953
nm0989460	Elinor Kershaw	1884	1971
nm0992180	Claude Grahame White	""	""
nm0992512	Gustav Hamel	""	""
nm0993508	Marie-Louise Derval	1884	1965
nm0997193	József Katona	1791	1830
nm0998466	Robert Leonard	1888	1948
nm1000925	Raffaele Giovagnoli	""	""
nm1003261	Alexander Christian	1881	1937
nm1004685	Robert McWade Sr.	1835	1913
nm10094537	Fridrikh Reyngardt	""	""
nm1009574	Bertina Smith	""	""
nm10102653	Alfred Collins	""	""
nm1010943	Alfred Dampier	1843	1908
nm1010955	Beatrice Day	""	""
nm1011210	Mr. Graham	""	""
nm10125293	Elliot Schenk	""	""
nm1012587	Blair	""	""
nm1012612	Harold Graham	""	""
nm1012621	John Jones	""	""
nm10130532	Robert Stronach	""	""
nm1013170	W. Chrystie Miller	1843	1922
nm1014493	Alfredo Bracci	""	""
nm1014629	Charles Cozens Spencer	1874	1930
nm1015268	Frederick Melville	1877	1938
nm1022174	N. Semyonov	""	""
nm10236280	Herr Limberg	""	""
nm10236281	Herr Jehrisch	""	""
nm10236282	Herr Lehmann	""	""
